	transcript_name	classification_level	full_classification	classification	max_pid	ambiguous	counts
0	k119_1670172_2	class	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Cytophagia	Cytophagia	226.98	0	
0	k119_1671000_2	order	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhizobiales	Rhizobiales	259.96	1	
0	k119_1672056_1	domain	Eukaryota	Eukaryota	347.26	1	
0	k119_1672915_2	species	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Chaetocerotophycidae; Chaetocerotales; Chaetoceros; Chaetoceros debilis	Chaetoceros debilis	151.32	0	
0	k119_1675361_1	division	Eukaryota; Alveolata; Dinoflagellata	Dinoflagellata	57.520999999999994	0	
0	k119_1675865_1	class	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria	Alphaproteobacteria	71.004	1	
0	k119_1676187_1	genus	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Polaribacter	Polaribacter	625.65	0	
0	k119_1678472_3	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	97.0	0	
0	k119_1679641_1	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Thalassionemales; Thalassionemataceae	Thalassionemataceae	78.085	0	
0	k119_1680796_3	species	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Corethrales; Corethraceae; Corethron; Corethron pennatum	Corethron pennatum	169.75	0	
0	k119_1683352_2	supergroup	Eukaryota; Amoebozoa	Amoebozoa	87.785	1	
0	k119_1683870_1	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Hemiaulales	Hemiaulales	61.304	0	
0	k119_1686485_10	genus	 Bacteria;  Proteobacteria;  Alphaproteobacteria; Alphaproteobacteria; Rhizobiales; Rhodobiaceae; Anderseniella	Anderseniella	495.66999999999996	0	
0	k119_1686982_1	division	Eukaryota; Hacrobia; Cryptophyta	Cryptophyta	232.79999999999998	0	
0	k119_1690560_1	order	Eukaryota; Opisthokonta; Choanoflagellida; Choanoflagellatea; Acanthoecida	Acanthoecida	120.28	0	
0	k119_1690907_2	division	Bacteria; FCB group; Bacteroidetes/Chlorobi group	Bacteroidetes/Chlorobi group	197.88	1	
0	k119_1691349_1	domain	Eukaryota	Eukaryota	72.071	1	
0	k119_1693552_20	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	101.85	0	
0	k119_169965_2	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	74.30199999999999	0	
0	k119_1700872_1	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales	Bacillariales	71.004	0	
0	k119_1702478_1	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Chaetocerotophycidae	Chaetocerotophycidae	223.1	0	
0	k119_1702686_3	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Thalassiosirales; Thalassiosiraceae	Thalassiosiraceae	108.64	1	
0	k119_1704896_4	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	123.19	0	
0	k119_1706443_25	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Oceanospirillales	Oceanospirillales	107.67	0	
0	k119_1707496_1	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	246.38	0	
0	k119_1708934_2	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	69.452	0	
0	k119_1709405_1	order	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales	Flavobacteriales	229.89	0	
0	k119_1709481_5	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	156.17	0	
0	k119_1710602_1	class	Eukaryota; Stramenopiles; Ochrophyta; Dictyochophyceae	Dictyochophyceae	377.33	0	
0	k119_1714660_1	division	Archaea; Euryarchaeota; Methanomicrobia	Methanomicrobia	83.32300000000001	0	
0	k119_1715355_1	class	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia	Flavobacteriia	447.17	0	
0	k119_1716778_2	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Thalassiosirales	Thalassiosirales	986.49	0	
0	k119_1716952_8	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae; Marinomonas	Marinomonas	1069.91	0	
0	k119_1718851_2	family	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae	Alteromonadaceae	116.39999999999999	0	
0	k119_1719192_2	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	56.454	0	
0	k119_1722018_3	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	141.62	0	
0	k119_1724719_2	genus	Eukaryota; Hacrobia; Haptophyta; Pavlovophyceae; Pavlovales; Pavlovaceae; Pavlova	Pavlova	71.392	0	
0	k119_1725807_1	genus	Eukaryota; Hacrobia; Haptophyta; Pavlovophyceae; Pavlovales; Pavlovaceae; Pavlova	Pavlova	344.34999999999997	0	
0	k119_1726056_2	family	Eukaryota; Hacrobia; Haptophyta; Pavlovophyceae; Pavlovales; Pavlovaceae	Pavlovaceae	115.42999999999999	0	
0	k119_1729142_2	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Paraglaciecola	Paraglaciecola	990.37	0	
0	k119_1731705_1	division	Eukaryota; Amoebozoa; Discosea	Discosea	95.642	0	
0	k119_1734307_1	genus	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Thalassionemales; Thalassionemataceae; Thalassiothrix	Thalassiothrix	122.22	0	
0	k119_1736158_2	family	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Oceanospirillales; Alcanivoracaceae	Alcanivoracaceae	323.01	0	
0	k119_1737665_1	family	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales; Cellvibrionaceae	Cellvibrionaceae	173.63	0	
0	k119_1738164_1	genus	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseobacter	Roseobacter	313.31	1	
0	k119_1738164_45	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Oceanospirillales	Oceanospirillales	247.35	0	
0	k119_1738164_79	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	215.34	1	
0	k119_1738517_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	223.1	0	
0	k119_1739834_2	order	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales	Flavobacteriales	192.06	1	
0	k119_1743053_19	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales	Bacillariales	358.9	0	
0	k119_1743840_3	division	Eukaryota; Stramenopiles; Ochrophyta	Ochrophyta	101.85	0	
0	k119_1743945_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	204.67	0	
0	k119_1744107_1	genus	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Polaribacter	Polaribacter	631.47	0	
0	k119_1745869_3	family	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Colwelliaceae	Colwelliaceae	485.0	0	
0	k119_1747718_1	genus	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Symbiodinium	Symbiodinium	159.07999999999998	0	
0	k119_175047_4	division	Eukaryota; Hacrobia; Cryptophyta	Cryptophyta	57.132999999999996	0	
0	k119_1751308_48	species	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Paraglaciecola; Paraglaciecola psychrophila	Paraglaciecola psychrophila	196.91	0	
0	k119_1751769_3	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Thiotrichales	Thiotrichales	90.79199999999999	0	
0	k119_1752332_1	order	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales	Flavobacteriales	300.7	0	
0	k119_1753373_2	family	Eukaryota; Stramenopiles; Ochrophyta; Pelagophyceae; Pelagomonadales; Pelagomonadaceae	Pelagomonadaceae	101.85	0	
0	k119_175673_1	division	Eukaryota; Stramenopiles; Ochrophyta	Ochrophyta	97.97	0	
0	k119_1761490_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	123.19	0	
0	k119_1761569_3	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Hemiaulales	Hemiaulales	93.411	0	
0	k119_1761876_5	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	167.81	0	
0	k119_1765453_3	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	90.79199999999999	0	
0	k119_1771233_2	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Rhizosoleniales; Rhizosoleniaceae	Rhizosoleniaceae	87.009	0	
0	k119_1771447_1	division	Eukaryota; Stramenopiles; Ochrophyta	Ochrophyta	76.92099999999999	0	
0	k119_1772499_1	domain	Eukaryota	Eukaryota	112.52	1	
0	k119_177249_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	371.51	0	
0	k119_1773897_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	99.91	1	
0	k119_1774047_5	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales	Cellvibrionales	129.98	1	
0	k119_1775737_1	division	Eukaryota; Archaeplastida; Chlorophyta	Chlorophyta	227.95	0	
0	k119_1776807_1	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Chaetocerotophycidae	Chaetocerotophycidae	150.35	0	
0	k119_1779045_1	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Isochrysidales	Isochrysidales	140.65	0	
0	k119_1779869_3	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	68.77300000000001	0	
0	k119_1781209_1	family	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Colwelliaceae	Colwelliaceae	63.535	0	
0	k119_1782889_44				191.09	1	
0	k119_1783365_2	family	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	Flavobacteriaceae	513.13	0	
0	k119_1785071_2	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	91.859	1	
0	k119_1785322_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	95.254	0	
0	k119_1788403_1	class	Eukaryota; Hacrobia; Cryptophyta; Cryptophyceae	Cryptophyceae	235.70999999999998	0	
0	k119_1788842_1	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Chaetocerotophycidae	Chaetocerotophycidae	157.14	0	
0	k119_1790794_2	division	Eukaryota; Rhizaria; Cercozoa	Cercozoa	104.75999999999999	0	
0	k119_1791732_1	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Stephanodiscales	Stephanodiscales	58.684999999999995	0	
0	k119_1792714_3	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Thalassiosirales; Thalassiosiraceae	Thalassiosiraceae	316.21999999999997	0	
0	k119_1793138_25	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	169.75	1	
0	k119_179912_7	class	Eukaryota; Hacrobia; Cryptophyta; Cryptophyceae	Cryptophyceae	85.942	0	
0	k119_1799403_2	class	Eukaryota; Stramenopiles; Opalozoa; Bicoecea	Bicoecea	103.78999999999999	0	
0	k119_1799578_1	order	Eukaryota; Opisthokonta; Choanoflagellida; Choanoflagellatea; Acanthoecida	Acanthoecida	655.72	0	
0	k119_180111_3	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales	Bacillariales	104.75999999999999	0	
0	k119_1802947_4	class	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	50.44	0	
0	k119_1803320_2	family	Eukaryota; Hacrobia; Haptophyta; Pavlovophyceae; Pavlovales; Pavlovaceae	Pavlovaceae	85.942	0	
0	k119_1804104_9	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Paraglaciecola	Paraglaciecola	513.13	0	
0	k119_1804924_3	domain	Eukaryota	Eukaryota	81.48	1	
0	k119_1806559_1	domain	Eukaryota	Eukaryota	96.418	1	
0	k119_1806850_1	domain	Eukaryota	Eukaryota	155.2	1	
0	k119_1808500_2	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales; Bacillariaceae	Bacillariaceae	176.54	0	
0	k119_1810276_1	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Cymatosirales	Cymatosirales	158.10999999999999	0	
0	k119_1812302_1	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales; Bacillariaceae	Bacillariaceae	74.011	0	
0	k119_1814257_2	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales	Alteromonadales	93.799	0	
0	k119_1814631_2	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	101.85	1	
0	k119_1814631_7	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	343.38	0	
0	k119_1815564_2	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	330.77	1	
0	k119_1817916_2	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	83.32300000000001	0	
0	k119_1818611_3	family	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae	Oceanospirillaceae	502.46	0	
0	k119_1819992_1	class	Eukaryota; Stramenopiles; Ochrophyta; Pelagophyceae	Pelagophyceae	106.7	0	
0	k119_1820604_1	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Corethrales; Corethraceae	Corethraceae	341.44	0	
0	k119_1821132_1	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Zygodiscales	Zygodiscales	402.55	0	
0	k119_1822324_2	family	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	Flavobacteriaceae	281.3	0	
0	k119_1827161_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	100.88	0	
0	k119_1827240_1	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Chaetocerotophycidae	Chaetocerotophycidae	83.711	0	
0	k119_1829449_2	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	128.04	1	
0	k119_1831304_2	species	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Paraglaciecola; Paraglaciecola psychrophila	Paraglaciecola psychrophila	385.09	0	
0	k119_1832087_1	class	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia	Flavobacteriia	96.806	0	
0	k119_1835005_10	genus	 Bacteria;  Proteobacteria;  Alphaproteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingorhabdus	Sphingorhabdus	515.0699999999999	0	
0	k119_1835005_24	genus	 Bacteria;  Proteobacteria;  Alphaproteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingorhabdus	Sphingorhabdus	279.36	0	
0	k119_1837682_2	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales	Cellvibrionales	396.72999999999996	0	
0	k119_1837731_1	class	Eukaryota; Rhizaria; Cercozoa; Chlorarachniophyceae	Chlorarachniophyceae	57.909	0	
0	k119_1840313_2	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	78.085	0	
0	k119_1840791_1	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Chaetocerotophycidae	Chaetocerotophycidae	94.187	0	
0	k119_1840988_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	331.74	1	
0	k119_1842309_1	domain	Eukaryota	Eukaryota	85.166	1	
0	k119_1843187_2	class	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria	Alphaproteobacteria	113.49	0	
0	k119_1845114_3	class	Eukaryota; Amoebozoa; Conosa; Variosea	Variosea	139.68	0	
0	k119_1847831_1	class	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia	Flavobacteriia	85.554	0	
0	k119_1850558_2	class	Eukaryota; Amoebozoa; Lobosa; Lobosa_X	Lobosa_X	161.01999999999998	0	
0	k119_1853360_6	family	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	Flavobacteriaceae	328.83	1	
0	k119_1853379_3	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	77.309	1	
0	k119_1858492_2	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Licmophorales	Licmophorales	70.22800000000001	0	
0	k119_1858708_1	domain	Eukaryota	Eukaryota	257.05	1	
0	k119_1861535_1	division	Eukaryota; Stramenopiles; Ochrophyta	Ochrophyta	170.72	0	
0	k119_1863134_2	class	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Cytophagia	Cytophagia	159.07999999999998	0	
0	k119_1870780_2	family	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae	Alteromonadaceae	76.24199999999999	0	
0	k119_1874407_2	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	50.44	0	
0	k119_1875813_1	class	Eukaryota; Archaeplastida; Rhodophyta; Rhodellophyceae	Rhodellophyceae	129.98	0	
0	k119_1878023_1	division	Eukaryota; Rhizaria; Cercozoa	Cercozoa	115.42999999999999	0	
0	k119_1878618_1	genus	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Chaetocerotophycidae; Chaetocerotales; Chaetoceros	Chaetoceros	449.11	0	
0	k119_1878911_2	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	115.42999999999999	0	
0	k119_1880432_2	class	Eukaryota; Hacrobia; Cryptophyta; Cryptophyceae	Cryptophyceae	54.902	0	
0	k119_1882031_2	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales	Bacillariales	72.847	0	
0	k119_1882413_2	class	Eukaryota; Opisthokonta; Choanoflagellida; Choanoflagellatea	Choanoflagellatea	53.835	0	
0	k119_1883246_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	88.56099999999999	0	
0	k119_1884756_2	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	168.78	0	
0	k119_1884819_1	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Thalassionemales	Thalassionemales	50.827999999999996	0	
0	k119_1885242_1	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	315.25	0	
0	k119_1886112_6	domain	Eukaryota	Eukaryota	97.97	1	
0	k119_1887628_1	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Thalassiosirales	Thalassiosirales	85.554	0	
0	k119_1893185_1	class	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria	Alphaproteobacteria	541.26	1	
0	k119_1897358_2	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	104.75999999999999	0	
0	k119_1897556_1	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Zygodiscales	Zygodiscales	258.02	0	
0	k119_1901627_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	88.949	0	
0	k119_1902373_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	82.159	0	
0	k119_1902696_1	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales	Alteromonadales	571.33	1	
0	k119_1902720_2	family	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae	Alteromonadaceae	1067.0	0	
0	k119_190293_2	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	113.49	0	
0	k119_1903607_2	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Chaetocerotophycidae; Chaetocerotales	Chaetocerotales	59.752	0	
0	k119_1904523_18	class	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria	Alphaproteobacteria	443.28999999999996	0	
0	k119_190526_3	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	132.89	0	
0	k119_1906007_2	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	221.16	0	
0	k119_1908091_1	order	Eukaryota; Rhizaria; Cercozoa; Thecofilosea; Thecofilosea_X	Thecofilosea_X	124.16	0	
0	k119_1909335_1	supergroup	Bacteria; Proteobacteria	Proteobacteria	329.8	1	
0	k119_1911418_2	division	Eukaryota; Hacrobia; Haptophyta	Haptophyta	90.404	0	
0	k119_1911849_1	class	Eukaryota; Amoebozoa; Lobosa; Discosea-Flabellinia	Discosea-Flabellinia	369.57	0	
0	k119_1913064_1	class	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	55.678	0	
0	k119_1914442_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	101.85	0	
0	k119_1914650_1	division	Eukaryota; Amoebozoa; Lobosa	Lobosa	120.28	0	
0	k119_1917327_2	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Rhizosoleniales	Rhizosoleniales	88.56099999999999	0	
0	k119_1920740_2	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales	Cellvibrionales	382.18	0	
0	k119_1922315_2	division	Eukaryota; Stramenopiles; Ochrophyta	Ochrophyta	60.14	0	
0	k119_1926530_1	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	99.91	0	
0	k119_1927736_1	class	Eukaryota; Opisthokonta; Choanoflagellida; Choanoflagellatea	Choanoflagellatea	74.69	0	
0	k119_1927814_4	division	Eukaryota; Stramenopiles; Ochrophyta	Ochrophyta	72.459	0	
0	k119_1928923_1	class	Eukaryota; Archaeplastida; Chlorophyta; Chlorophyceae	Chlorophyceae	55.678	0	
0	k119_1930195_2	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	258.02	1	
0	k119_1930503_1	class	Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria (Class)	Actinobacteria (Class)	307.49	0	
0	k119_1932459_1	class	Eukaryota; Stramenopiles; Ochrophyta; Dictyochophyceae	Dictyochophyceae	50.44	0	
0	k119_1933386_1	domain	Eukaryota	Eukaryota	97.0	1	
0	k119_1937877_1	division	Eukaryota; Rhizaria; Cercozoa	Cercozoa	129.98	0	
0	k119_1938132_1	family	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Colwelliaceae	Colwelliaceae	496.64	0	
0	k119_1939805_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	172.66	0	
0	k119_1939879_1	genus	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Chaetocerotophycidae; Chaetocerotales; Chaetoceros	Chaetoceros	466.57	0	
0	k119_1940126_2	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Corethrales; Corethraceae	Corethraceae	143.56	0	
0	k119_1940980_1	class	Eukaryota; Stramenopiles; Stramenopiles_X; Stramenopiles_XX	Stramenopiles_XX	52.67099999999999	0	
0	k119_1945927_2	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	115.42999999999999	0	
0	k119_1946345_1	family	Eukaryota; Opisthokonta; Choanoflagellida; Choanoflagellatea; Acanthoecida; Acanthoecida_X	Acanthoecida_X	128.04	0	
0	k119_1948200_1	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Chaetocerotophycidae; Chaetocerotales	Chaetocerotales	135.79999999999998	0	
0	k119_1948480_1	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Thalassiosirales; Skeletonemataceae	Skeletonemataceae	95.254	0	
0	k119_1948736_1	domain	Eukaryota	Eukaryota	610.13	1	
0	k119_1948903_1	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales; Bacillariaceae	Bacillariaceae	774.06	0	
0	k119_1952972_4	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Chaetocerotophycidae	Chaetocerotophycidae	157.14	0	
0	k119_1955742_1	genus	 Bacteria;  Proteobacteria;  Gammaproteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	Vibrio	241.53	0	
0	k119_1956228_1	class	Eukaryota; Stramenopiles; Stramenopiles_X; Stramenopiles_XX	Stramenopiles_XX	60.916	0	
0	k119_1959053_3	order	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales	Rhodobacterales	75.466	0	
0	k119_1959199_2	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	75.466	0	
0	k119_1961208_4	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Corethrales; Corethraceae	Corethraceae	123.19	0	
0	k119_196357_5	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	694.52	1	
0	k119_196357_7	domain	Bacteria	Bacteria	188.18	1	
0	k119_1964396_41	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	527.68	1	
0	k119_1964396_51	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	372.48	1	
0	k119_1966507_3	domain	Eukaryota	Eukaryota	83.711	1	
0	k119_1969095_2	order	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Suessiales	Suessiales	93.023	0	
0	k119_1969805_1	division	Eukaryota; Stramenopiles; Ochrophyta	Ochrophyta	177.51	0	
0	k119_1970265_1	genus	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Polaribacter	Polaribacter	636.3199999999999	0	
0	k119_1972851_2	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales	Alteromonadales	171.69	0	
0	k119_1974390_2	domain	Bacteria	Bacteria	76.92099999999999	1	
0	k119_197582_1	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Isochrysidales	Isochrysidales	130.95	0	
