	transcript_name	classification_level	full_classification	classification	max_pid	ambiguous	counts
0	k119_1496447_2	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Paraglaciecola	Paraglaciecola	613.04	0	
0	k119_1497584_2	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	158.10999999999999	0	
0	k119_1499090_2	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	240.56	1	
0	k119_1500477_1	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales	Phaeocystales	124.16	0	
0	k119_1500525_1				92.24699999999999	1	
0	k119_1500953_2	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	67.609	0	
0	k119_1501338_6	order	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Sphingomonadales	Sphingomonadales	143.56	0	
0	k119_1502087_1	class	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	196.91	0	
0	k119_1504433_1	class	Eukaryota; Rhizaria; Foraminifera; Globothalamea	Globothalamea	91.859	0	
0	k119_151025_2	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	73.235	0	
0	k119_1513138_1	division	Eukaryota; Rhizaria; Cercozoa	Cercozoa	122.22	0	
0	k119_15153_1	class	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	193.03	0	
0	k119_1515534_2	division	Eukaryota; Opisthokonta; Choanoflagellida	Choanoflagellida	139.68	0	
0	k119_1516475_1	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Chaetocerotophycidae; Chaetocerotales	Chaetocerotales	812.86	0	
0	k119_1516781_3	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Paraglaciecola	Paraglaciecola	781.8199999999999	0	
0	k119_1516929_1	division	Eukaryota; Hacrobia; Haptophyta	Haptophyta	54.902	0	
0	k119_1517798_3	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Chaetocerotophycidae; Chaetocerotales	Chaetocerotales	212.43	0	
0	k119_1519055_5	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales	Cellvibrionales	161.99	0	
0	k119_1519698_2	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Zygodiscales; Pontosphaeraceae	Pontosphaeraceae	55.678	0	
0	k119_1523025_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	346.28999999999996	0	
0	k119_1523324_1	class	Eukaryota; Amoebozoa; Lobosa; Discosea-Flabellinia	Discosea-Flabellinia	63.14699999999999	0	
0	k119_1523406_3	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales	Cellvibrionales	531.56	0	
0	k119_1525247_3	division	Eukaryota; Rhizaria; Cercozoa	Cercozoa	113.49	0	
0	k119_1526008_1	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	45.977999999999994	0	
0	k119_1529693_1	order	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Suessiales	Suessiales	61.595	0	
0	k119_1529893_1	family	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Cytophagia; Cytophagales; Cyclobacteriaceae	Cyclobacteriaceae	47.821	0	
0	k119_1533057_3	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	48.888	0	
0	k119_1533378_1	order	Eukaryota; Stramenopiles; Ochrophyta; Raphidophyceae; Chattonellales	Chattonellales	455.9	0	
0	k119_1537245_2	family	Eukaryota; Hacrobia; Haptophyta; Pavlovophyceae; Pavlovales; Pavlovaceae	Pavlovaceae	54.126	0	
0	k119_1537445_2	order	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales	Gonyaulacales	88.56099999999999	0	
0	k119_1538001_1	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	161.99	0	
0	k119_1538340_2	family	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	Flavobacteriaceae	292.94	0	
0	k119_1539437_2	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	137.74	1	
0	k119_1540994_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	320.09999999999997	1	
0	k119_1540998_1	domain	Eukaryota	Eukaryota	51.507	1	
0	k119_1541019_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	129.01	0	
0	k119_154228_1	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales; Bacillariaceae	Bacillariaceae	115.42999999999999	0	
0	k119_1542570_1	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	148.41	0	
0	k119_1543055_3	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Isochrysidales	Isochrysidales	81.771	0	
0	k119_1545340_2	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	184.29999999999998	0	
0	k119_1545379_1	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	261.9	0	
0	k119_1545781_2	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	123.19	0	
0	k119_1546655_1	order	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales	Flavobacteriales	67.22099999999999	0	
0	k119_1547111_1	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae	Phaeocystaceae	430.68	0	
0	k119_1548102_1	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	639.23	0	
0	k119_1548535_1	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	353.08	0	
0	k119_1551562_2	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	333.68	0	
0	k119_1551809_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	112.52	1	
0	k119_1552276_2	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	225.04	0	
0	k119_1552577_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	168.78	0	
0	k119_1556275_3	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Zygodiscales	Zygodiscales	150.35	0	
0	k119_1557059_6	family	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	Flavobacteriaceae	112.52	0	
0	k119_1557347_2	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	178.48	0	
0	k119_1558032_1	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales; Bacillariaceae	Bacillariaceae	212.43	0	
0	k119_1558269_2	domain	Eukaryota	Eukaryota	50.827999999999996	1	
0	k119_1560497_4	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	118.34	0	
0	k119_1561890_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	111.55	0	
0	k119_1562329_2	class	Eukaryota; Stramenopiles; Ochrophyta; Bolidophyceae	Bolidophyceae	127.07	0	
0	k119_1562661_1				607.22	1	
0	k119_1563755_1	family	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae	Alteromonadaceae	542.23	0	
0	k119_1565191_2	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae	Phaeocystaceae	69.452	0	
0	k119_1565719_1	division	Eukaryota; Hacrobia; Haptophyta	Haptophyta	104.75999999999999	0	
0	k119_1568778_2	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	67.22099999999999	0	
0	k119_1569001_2	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Fragilariales	Fragilariales	59.364000000000004	0	
0	k119_1569372_2	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	61.304	0	
0	k119_1569528_5	order	Bacteria; Terrabacteria group; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales	Oscillatoriales	120.28	0	
0	k119_1570037_2	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales; Bacillariaceae	Bacillariaceae	355.02	0	
0	k119_1570471_4	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	182.35999999999999	0	
0	k119_1570624_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	46.657000000000004	0	
0	k119_1571629_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	218.25	0	
0	k119_1572324_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	75.078	0	
0	k119_1573004_6	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	158.10999999999999	1	
0	k119_1575670_3	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	53.447	0	
0	k119_1575862_1	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae	Phaeocystaceae	53.835	0	
0	k119_1578130_2	family	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae	Sphingomonadaceae	121.25	0	
0	k119_1580495_2	division	Eukaryota; Stramenopiles; Ochrophyta	Ochrophyta	131.92	0	
0	k119_1582592_18	family	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae	Oceanospirillaceae	470.45	0	
0	k119_1582592_61	supergroup	Bacteria; Proteobacteria	Proteobacteria	103.78999999999999	1	
0	k119_1584104_1	class	Eukaryota; Archaeplastida; Chlorophyta; Mamiellophyceae	Mamiellophyceae	66.833	0	
0	k119_1584235_3	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales	Cellvibrionales	848.75	1	
0	k119_158458_8	family	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae	Alteromonadaceae	392.84999999999997	0	
0	k119_1584991_1	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	204.67	0	
0	k119_1585794_1	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae	Phaeocystaceae	161.99	0	
0	k119_1586664_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	94.47800000000001	0	
0	k119_1589833_3	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	226.98	0	
0	k119_1590038_3	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Rhizosoleniales	Rhizosoleniales	93.411	0	
0	k119_159023_1	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Coccolithales	Coccolithales	89.628	0	
0	k119_1592273_4				98.94	1	
0	k119_1594131_2	genus	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Corethrales; Corethraceae; Corethron	Corethron	79.53999999999999	0	
0	k119_1594185_5	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales	Phaeocystales	103.78999999999999	0	
0	k119_1594730_1	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae	Phaeocystaceae	73.623	0	
0	k119_1595213_2	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Chaetocerotophycidae	Chaetocerotophycidae	111.55	0	
0	k119_1595901_1	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	333.68	0	
0	k119_1596840_1	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Chaetocerotophycidae; Chaetocerotales	Chaetocerotales	128.04	0	
0	k119_1597220_1	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	1166.9099999999999	0	
0	k119_1602311_2	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	107.67	0	
0	k119_1603365_1	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	383.15	0	
0	k119_1606376_1	class	Eukaryota; Opisthokonta; Choanoflagellida; Choanoflagellatea	Choanoflagellatea	159.07999999999998	0	
0	k119_1607094_11	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	431.65	1	
0	k119_1607094_19	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales	Cellvibrionales	646.99	0	
0	k119_1607094_25	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	189.15	0	
0	k119_1610929_2	class	Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria (Class)	Actinobacteria (Class)	52.67099999999999	1	
0	k119_1611243_4	domain	Bacteria	Bacteria	61.595	1	
0	k119_1612773_3	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	57.909	0	
0	k119_1616200_1	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae	Phaeocystaceae	85.554	0	
0	k119_1616919_2	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae	Phaeocystaceae	264.81	0	
0	k119_161729_3	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Lithodesmiales	Lithodesmiales	84.39	0	
0	k119_1618579_2	division	Bacteria; FCB group; Bacteroidetes/Chlorobi group	Bacteroidetes/Chlorobi group	255.10999999999999	1	
0	k119_1619423_3	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Chaetocerotophycidae; Chaetocerotales	Chaetocerotales	282.27	0	
0	k119_1621984_1	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	608.1899999999999	0	
0	k119_1622626_1	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	418.07	0	
0	k119_1623332_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	69.452	0	
0	k119_1624666_2	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Oceanospirillales	Oceanospirillales	337.56	0	
0	k119_1628980_3	division	Eukaryota; Rhizaria; Cercozoa	Cercozoa	74.30199999999999	0	
0	k119_1629500_36	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Oceanospirillales	Oceanospirillales	107.67	0	
0	k119_1630491_5	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Paraglaciecola	Paraglaciecola	223.1	0	
0	k119_1631833_3	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	372.48	0	
0	k119_1631871_1	supergroup	Eukaryota; Amoebozoa	Amoebozoa	65.378	1	
0	k119_1632403_5	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae	Phaeocystaceae	389.94	0	
0	k119_1633452_3	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	79.53999999999999	0	
0	k119_1633560_1	division	Eukaryota; Alveolata; Dinoflagellata	Dinoflagellata	54.902	0	
0	k119_1633698_2	genus	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Chaetocerotophycidae; Chaetocerotales; Chaetoceros	Chaetoceros	207.57999999999998	0	
0	k119_1633752_2	division	Eukaryota; Hacrobia; Haptophyta	Haptophyta	140.65	1	
0	k119_1634214_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	49.664	0	
0	k119_1635637_1	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	181.39	0	
0	k119_1635969_2	class	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	161.01999999999998	0	
0	k119_1636053_1	order	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Sphingomonadales	Sphingomonadales	395.76	0	
0	k119_1636929_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	134.82999999999998	0	
0	k119_1637192_3	division	Eukaryota; Archaeplastida; Rhodophyta	Rhodophyta	124.16	0	
0	k119_1638232_2	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Coccolithales	Coccolithales	137.74	0	
0	k119_1640525_2	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	161.99	0	
0	k119_1641592_3	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Aulacoseirales	Aulacoseirales	87.39699999999999	0	
0	k119_1642451_1	class	Eukaryota; Stramenopiles; Ochrophyta; Dictyochophyceae	Dictyochophyceae	305.55	0	
0	k119_1644071_2	class	 Bacteria;  Proteobacteria;  Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	49.275999999999996	0	
0	k119_1646729_2	family	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae	Alteromonadaceae	330.77	0	
0	k119_1647016_1	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	200.79	0	
0	k119_1647236_1	order	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Suessiales	Suessiales	333.68	0	
0	k119_1647347_3	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae	Phaeocystaceae	111.55	0	
0	k119_1647660_3	family	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae	Oceanospirillaceae	332.71	0	
0	k119_1648363_1	class	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	475.3	1	
0	k119_1649925_1	genus	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Chaetocerotophycidae; Chaetocerotales; Chaetoceros	Chaetoceros	400.61	1	
0	k119_1650028_3	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	52.67099999999999	1	
0	k119_1650059_1	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	373.45	0	
0	k119_1650659_1	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Chaetocerotophycidae	Chaetocerotophycidae	87.39699999999999	0	
0	k119_1652571_1	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	292.94	0	
0	k119_1654271_8	family	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae	Shewanellaceae	434.56	0	
0	k119_1654362_2	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	163.93	0	
0	k119_1655483_1	class	Eukaryota; Amoebozoa; Discosea; Discosea_X	Discosea_X	56.454	0	
0	k119_1656324_1	domain	Eukaryota	Eukaryota	50.052	1	
0	k119_1656751_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	115.42999999999999	0	
0	k119_1658516_2	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae	Phaeocystaceae	304.58	0	
0	k119_1658796_7	class	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria	Alphaproteobacteria	459.78	1	
0	k119_1661231_1	domain	Eukaryota	Eukaryota	81.771	1	
0	k119_166474_1	domain	Eukaryota	Eukaryota	147.44	1	
0	k119_1665603_2	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Coccolithales; Coccolithaceae; Coccolithus	Coccolithus	55.678	0	
0	k119_1666042_1	supergroup	Eukaryota; Amoebozoa	Amoebozoa	222.13	1	
0	k119_1666042_2	domain	Eukaryota	Eukaryota	125.13	1	
0	k119_1666486_2	class	Eukaryota; Archaeplastida; Rhodophyta; Rhodellophyceae	Rhodellophyceae	138.71	0	
0	k119_1670172_2	class	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Cytophagia	Cytophagia	226.98	0	
0	k119_1670344_2	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	148.41	0	
0	k119_1671000_2	order	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhizobiales	Rhizobiales	259.96	1	
0	k119_1671045_2	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	317.19	0	
0	k119_1672056_1	domain	Eukaryota	Eukaryota	347.26	1	
0	k119_1672915_2	species	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Chaetocerotophycidae; Chaetocerotales; Chaetoceros; Chaetoceros debilis	Chaetoceros debilis	151.32	0	
0	k119_1675361_1	division	Eukaryota; Alveolata; Dinoflagellata	Dinoflagellata	57.520999999999994	0	
0	k119_1675865_1	class	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria	Alphaproteobacteria	71.004	1	
0	k119_1676187_1	genus	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Polaribacter	Polaribacter	625.65	0	
0	k119_1678472_3	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	97.0	0	
0	k119_1679641_1	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Thalassionemales; Thalassionemataceae	Thalassionemataceae	78.085	0	
0	k119_1680796_3	species	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Corethrales; Corethraceae; Corethron; Corethron pennatum	Corethron pennatum	169.75	0	
0	k119_1682322_2	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	148.41	0	
0	k119_1683352_2	supergroup	Eukaryota; Amoebozoa	Amoebozoa	87.785	1	
0	k119_1683870_1	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Hemiaulales	Hemiaulales	61.304	0	
0	k119_168494_1	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales	Phaeocystales	68.77300000000001	0	
0	k119_1685780_1	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae	Phaeocystaceae	125.13	0	
0	k119_1686485_10	genus	 Bacteria;  Proteobacteria;  Alphaproteobacteria; Alphaproteobacteria; Rhizobiales; Rhodobiaceae; Anderseniella	Anderseniella	495.66999999999996	0	
0	k119_1686982_1	division	Eukaryota; Hacrobia; Cryptophyta	Cryptophyta	232.79999999999998	0	
0	k119_1688462_2	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	500.52	0	
0	k119_1690560_1	order	Eukaryota; Opisthokonta; Choanoflagellida; Choanoflagellatea; Acanthoecida	Acanthoecida	120.28	0	
0	k119_1690907_2	division	Bacteria; FCB group; Bacteroidetes/Chlorobi group	Bacteroidetes/Chlorobi group	197.88	1	
0	k119_1691318_2	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae	Phaeocystaceae	87.39699999999999	0	
0	k119_1691349_1	domain	Eukaryota	Eukaryota	72.071	1	
0	k119_1693552_20	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	101.85	0	
0	k119_1693974_1	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae	Phaeocystaceae	99.91	0	
0	k119_169525_1	order	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales	Gymnodiniales	234.73999999999998	0	
0	k119_1696060_1	division	Eukaryota; Hacrobia; Haptophyta	Haptophyta	159.07999999999998	1	
0	k119_1696983_2	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	170.72	0	
0	k119_169965_2	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	74.30199999999999	0	
0	k119_1699776_1	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	80.31599999999999	1	
0	k119_1700872_1	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales	Bacillariales	71.004	0	
0	k119_1702478_1	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Chaetocerotophycidae	Chaetocerotophycidae	223.1	0	
0	k119_1702686_3	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Thalassiosirales; Thalassiosiraceae	Thalassiosiraceae	108.64	1	
0	k119_1704047_2	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	131.92	0	
