	transcript_name	classification_level	full_classification	classification	max_pid	ambiguous	counts
0	k119_2466173_1	family	Eukaryota; Stramenopiles; Ochrophyta; Pelagophyceae; Pelagomonadales; Pelagomonadaceae	Pelagomonadaceae	399.64	0	
0	k119_2467646_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	56.454	0	
0	k119_2469224_1	species	Eukaryota; Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales; Mamiellaceae; Micromonas; Micromonas sp.	Micromonas sp.	1220.26	0	
0	k119_2470909_1	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales; Chrysochromulinaceae	Chrysochromulinaceae	432.62	0	
0	k119_2471509_1	domain	Eukaryota	Eukaryota	74.69	1	
0	k119_2474492_3	class	Eukaryota; Alveolata; Ciliophora; Prostomatea_1	Prostomatea_1	51.507	0	
0	k119_2475039_2	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	231.82999999999998	0	
0	k119_2477656_2	order	Eukaryota; Stramenopiles; Ochrophyta; Pelagophyceae; Pelagomonadales	Pelagomonadales	148.41	0	
0	k119_2479644_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	381.21	0	
0	k119_2480258_1	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales	Cellvibrionales	693.55	1	
0	k119_2481748_2	species	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Chaetocerotophycidae; Chaetocerotales; Chaetoceros; Chaetoceros debilis	Chaetoceros debilis	712.9499999999999	0	
0	k119_2482403_1	class	Eukaryota; Stramenopiles; Ochrophyta; Dictyochophyceae	Dictyochophyceae	111.55	0	
0	k119_2483699_2	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	287.12	1	
0	k119_2484839_1	domain	Eukaryota	Eukaryota	209.51999999999998	1	
0	k119_2486107_1	genus	Eukaryota; Stramenopiles; Ochrophyta; Dictyochophyceae; Florenciellales; Florenciellaceae; Florenciella	Florenciella	693.55	0	
0	k119_2487875_9	family	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	Flavobacteriaceae	265.78	1	
0	k119_2488275_2	genus	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales; Bacillariaceae; Fragilariopsis	Fragilariopsis	227.95	0	
0	k119_2488468_3	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Paraglaciecola	Paraglaciecola	87.39699999999999	0	
0	k119_2488955_2	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	142.59	0	
0	k119_2489518_2	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	53.835	0	
0	k119_2492409_2	family	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	Flavobacteriaceae	150.35	1	
0	k119_2492824_3	order	Eukaryota; Opisthokonta; Choanoflagellida; Choanoflagellatea; Acanthoecida	Acanthoecida	452.02	0	
0	k119_2495382_3	family	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae	Suessiaceae	117.36999999999999	0	
0	k119_2495421_1	division	Archaea; Euryarchaeota; Halobacteria	Halobacteria	103.78999999999999	0	
0	k119_2497206_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	171.69	0	
0	k119_2497389_1	order	Eukaryota; Stramenopiles; Ochrophyta; Dictyochophyceae; Florenciellales	Florenciellales	139.68	0	
0	k119_2497871_3	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales	Alteromonadales	139.68	0	
0	k119_2498634_2	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	638.26	1	
0	k119_2499575_2	class	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria	Alphaproteobacteria	842.93	1	
0	k119_2501342_1	division	Eukaryota; Archaeplastida; Chlorophyta	Chlorophyta	62.370999999999995	0	
0	k119_250309_1	division	Eukaryota; Archaeplastida; Glaucophyta	Glaucophyta	69.84	0	
0	k119_2505686_1	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales; Chrysochromulinaceae	Chrysochromulinaceae	230.85999999999999	0	
0	k119_2506349_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	309.43	0	
0	k119_2507097_2	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales	Alteromonadales	160.04999999999998	0	
0	k119_2507248_1	class	Eukaryota; Hacrobia; Cryptophyta; Cryptophyceae	Cryptophyceae	95.642	0	
0	k119_2508854_1	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales	Bacillariales	484.03	0	
0	k119_2509816_1	division	Eukaryota; Archaeplastida; Chlorophyta	Chlorophyta	108.64	0	
0	k119_2510050_2	family	Eukaryota; Stramenopiles; Ochrophyta; Pelagophyceae; Pelagomonadales; Pelagomonadaceae	Pelagomonadaceae	437.46999999999997	0	
0	k119_2510104_1	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Isochrysidales; Noelaerhabdaceae; Emiliania; Emiliania huxleyi	Emiliania huxleyi	562.6	0	
0	k119_2510486_4	order	Eukaryota; Opisthokonta; Choanoflagellida; Choanoflagellatea; Acanthoecida	Acanthoecida	197.88	0	
0	k119_2512171_3	class	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	82.935	0	
0	k119_2514281_1	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	93.411	0	
0	k119_2515802_1	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	144.53	0	
0	k119_2518741_2	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	88.56099999999999	0	
0	k119_2519707_7	domain	Bacteria	Bacteria	65.378	1	
0	k119_2520733_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	294.88	0	
0	k119_2520743_2	domain	Eukaryota	Eukaryota	57.909	1	
0	k119_2520755_2	class	Eukaryota; Rhizaria; Cercozoa; Chlorarachniophyceae	Chlorarachniophyceae	121.25	0	
0	k119_2520857_2	class	Eukaryota; Archaeplastida; Chlorophyta; Palmophyllophyceae	Palmophyllophyceae	67.99699999999999	0	
0	k119_2521204_1	order	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhizobiales	Rhizobiales	201.76	0	
0	k119_2521587_4	species	Eukaryota; Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales; Mamiellaceae; Micromonas; Micromonas sp	Micromonas sp	386.06	0	
0	k119_2527524_1	division	Eukaryota; Rhizaria; Cercozoa	Cercozoa	121.25	0	
0	k119_2528549_1	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	215.34	0	
0	k119_2528651_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	284.21	0	
0	k119_2532696_2	class	Bacteria; Terrabacteria group; Firmicutes; Clostridia	Clostridia	491.78999999999996	1	
0	k119_2533466_1	order	Eukaryota; Opisthokonta; Choanoflagellida; Choanoflagellatea; Acanthoecida	Acanthoecida	97.97	0	
0	k119_2534204_1	class	Eukaryota; Rhizaria; Cercozoa; Thecofilosea	Thecofilosea	161.01999999999998	0	
0	k119_2534565_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	222.13	0	
0	k119_2536555_4	genus	Eukaryota; Stramenopiles; Ochrophyta; Dictyochophyceae; Florenciellales; Florenciellaceae; Florenciella	Florenciella	185.26999999999998	0	
0	k119_2536655_1	family	 Bacteria;  Proteobacteria;  Alphaproteobacteria; Alphaproteobacteria; Rhizobiales; Rhodobiaceae	Rhodobiaceae	287.12	0	
0	k119_2537624_8	order	Eukaryota; Stramenopiles; Ochrophyta; Pelagophyceae; Pelagomonadales	Pelagomonadales	248.32	0	
0	k119_2538377_3	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	155.2	0	
0	k119_2539321_1	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	104.75999999999999	1	
0	k119_2540676_2	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	144.53	1	
0	k119_2544261_2	domain	Eukaryota	Eukaryota	160.04999999999998	1	
0	k119_2545985_2	domain	Eukaryota	Eukaryota	662.51	1	
0	k119_2547533_1	domain	Eukaryota	Eukaryota	54.902	1	
0	k119_2550247_2	family	Eukaryota; Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae	Bathycoccaceae	543.1999999999999	1	
0	k119_2552201_4	family	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	Flavobacteriaceae	258.02	0	
0	k119_2552479_2	family	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Unclassified; Unclassified	Unclassified	453.96	0	
0	k119_2554131_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	430.68	0	
0	k119_2554577_3	genus	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Octadecabacter	Octadecabacter	404.49	0	
0	k119_2555105_3	species	Eukaryota; Stramenopiles; Ochrophyta; Pelagophyceae; Pelagomonadales; Pelagomonadaceae; Pelagococcus; Pelagococcus subviridis	Pelagococcus subviridis	534.47	0	
0	k119_2556656_1	class	Eukaryota; Alveolata; Ciliophora; Spirotrichea	Spirotrichea	82.935	0	
0	k119_2564002_2	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales; Bacillariaceae	Bacillariaceae	323.01	0	
0	k119_2565056_1	division	Eukaryota; Stramenopiles; Ochrophyta	Ochrophyta	58.684999999999995	0	
0	k119_2565164_1	family	Eukaryota; Stramenopiles; Ochrophyta; Pelagophyceae; Pelagomonadales; Pelagomonadaceae	Pelagomonadaceae	69.06400000000001	0	
0	k119_2566491_1	family	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae	Rhodospirillaceae	165.87	0	
0	k119_2566509_2	family	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales; Cellvibrionaceae	Cellvibrionaceae	106.7	1	
0	k119_2567536_1	order	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Unclassified	Unclassified	363.75	0	
0	k119_2569196_2	class	Eukaryota; Archaeplastida; Chlorophyta; Pyramimonadales	Pyramimonadales	326.89	0	
0	k119_2569477_1	class	Eukaryota; Alveolata; Dinoflagellata; Syndiniales	Syndiniales	50.827999999999996	0	
0	k119_2575432_1	order	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales	Flavobacteriales	493.72999999999996	0	
0	k119_2579164_8	species	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Tistrella; Tistrella mobilis	Tistrella mobilis	436.5	0	
0	k119_2580133_2	order	Eukaryota; Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales	Mamiellales	77.309	0	
0	k119_2583948_1	division	Eukaryota; Hacrobia; Hacrobia_X	Hacrobia_X	200.79	0	
0	k119_2586774_1	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales; Chrysochromulinaceae	Chrysochromulinaceae	201.76	0	
0	k119_2587561_1	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales	Alteromonadales	108.64	0	
0	k119_2588761_22	genus	Eukaryota; Stramenopiles; Ochrophyta; Pelagophyceae; Pelagomonadales; Pelagomonadaceae; Pelagomonas	Pelagomonas	295.84999999999997	0	
0	k119_25911_3	class	Archaea; Euryarchaeota; Halobacteria; Halobacteria	Halobacteria	79.928	0	
0	k119_2593243_1	family	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae	Gymnodiniaceae	108.64	0	
0	k119_25934_4	domain	Eukaryota	Eukaryota	98.94	1	
0	k119_2594327_5	class	 Bacteria;  Proteobacteria;  Betaproteobacteria; Betaproteobacteria	Betaproteobacteria	60.14	0	
0	k119_2595899_1	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Thalassiosirales	Thalassiosirales	207.57999999999998	0	
0	k119_259649_1	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Coccolithales	Coccolithales	106.7	0	
0	k119_2599694_3	division	Eukaryota; Stramenopiles; Ochrophyta	Ochrophyta	163.93	0	
0	k119_2600759_1	division	Eukaryota; Stramenopiles; Sagenista	Sagenista	228.92	0	
0	k119_2601689_1	species	Eukaryota; Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Bathycoccus; Bathycoccus prasinos	Bathycoccus prasinos	317.19	0	
0	k119_2603415_2	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Zygodiscales	Zygodiscales	51.215999999999994	0	
0	k119_2605428_2	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Melosirales	Melosirales	704.22	0	
0	k119_2607403_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	97.97	0	
0	k119_2608113_2	family	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	Flavobacteriaceae	363.75	0	
0	k119_2611716_2	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Isochrysidales; Noelaerhabdaceae	Noelaerhabdaceae	51.215999999999994	0	
0	k119_2611790_1	family	Eukaryota; Hacrobia; Cryptophyta; Cryptophyceae; Cryptomonadales; Cryptomonadales_X	Cryptomonadales_X	724.59	0	
0	k119_2619101_1	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales	Bacillariales	161.01999999999998	0	
0	k119_2622658_1	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	275.48	0	
0	k119_2624821_1	class	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	85.942	0	
0	k119_2627149_6	class	Eukaryota; Archaeplastida; Chlorophyta; Mamiellophyceae	Mamiellophyceae	63.14699999999999	0	
0	k119_2627539_12	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	107.67	0	
0	k119_2628675_1	class	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	58.297	0	
0	k119_2630861_5	family	Eukaryota; Stramenopiles; Ochrophyta; Pelagophyceae; Pelagomonadales; Pelagomonadaceae	Pelagomonadaceae	463.65999999999997	0	
0	k119_2633040_6	species	Eukaryota; Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales; Mamiellaceae; Micromonas; Micromonas sp.	Micromonas sp.	2046.7	0	
0	k119_2636218_3	family	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Thoracosphaeraceae	Thoracosphaeraceae	360.84	0	
0	k119_2636714_1	class	Eukaryota; Alveolata; Apicomplexa; Colpodellidea	Colpodellidea	204.67	0	
0	k119_2637506_1	class	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	64.99	0	
0	k119_2638501_3	family	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae	Rhodobacteraceae	371.51	0	
0	k119_2639026_2	class	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	106.7	0	
0	k119_2642203_1	species	Eukaryota; Stramenopiles; Ochrophyta; Pelagophyceae; Pelagomonadales; Pelagomonadaceae; Pelagococcus; Pelagococcus subviridis	Pelagococcus subviridis	259.96	0	
0	k119_2646495_2	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	235.70999999999998	1	
0	k119_2646690_2	class	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	223.1	0	
0	k119_2647741_3	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	143.56	0	
0	k119_2647856_1	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales	Cellvibrionales	230.85999999999999	1	
0	k119_2652887_2	class	Eukaryota; Hacrobia; Cryptophyta; Cryptophyceae	Cryptophyceae	155.2	0	
0	k119_2653008_2	family	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	Flavobacteriaceae	320.09999999999997	0	
0	k119_2653469_1	domain	Eukaryota	Eukaryota	218.25	1	
0	k119_2654501_1	class	Eukaryota; Stramenopiles; Ochrophyta; Pelagophyceae	Pelagophyceae	72.459	0	
0	k119_2654505_2	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales	Cellvibrionales	241.53	0	
0	k119_2655845_4	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales; Bacillariaceae	Bacillariaceae	374.42	0	
0	k119_2656678_1	order	Eukaryota; Hacrobia; Cryptophyta; Cryptophyceae; Goniomonadales	Goniomonadales	154.23	0	
0	k119_2657444_7	class	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia	Flavobacteriia	202.73	0	
0	k119_2658176_2	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Isochrysidales	Isochrysidales	283.24	1	
0	k119_2660476_2	domain	Eukaryota	Eukaryota	107.67	1	
0	k119_2660598_2	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	570.36	1	
0	k119_2663434_2	genus	Eukaryota; Stramenopiles; Ochrophyta; Dictyochophyceae; Florenciellales; Florenciellaceae; Florenciella	Florenciella	81.771	0	
0	k119_2663638_1	division	Eukaryota; Alveolata; Ciliophora	Ciliophora	66.833	1	
0	k119_2663853_3	species	Eukaryota; Stramenopiles; Ochrophyta; Pelagophyceae; Pelagomonadales; Pelagomonadaceae; Pelagococcus; Pelagococcus subviridis	Pelagococcus subviridis	337.56	0	
0	k119_2664411_1	family	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae	Rhodobacteraceae	319.13	0	
0	k119_2664411_3	family	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae	Rhodobacteraceae	754.66	1	
0	k119_2665071_1	class	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	86.33	0	
0	k119_2667415_1	order	Eukaryota; Stramenopiles; Ochrophyta; Pelagophyceae; Pelagomonadales	Pelagomonadales	103.78999999999999	0	
0	k119_2667881_2	order	Eukaryota; Amoebozoa; Lobosa; Discosea-Flabellinia; Dactylopodida	Dactylopodida	120.28	0	
0	k119_2669034_18	family	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae	Rhodobacteraceae	312.34	0	
0	k119_2669354_1	order	Eukaryota; Stramenopiles; Ochrophyta; Pelagophyceae; Pelagomonadales	Pelagomonadales	245.41	0	
0	k119_2670195_3	domain	Eukaryota	Eukaryota	85.942	1	
0	k119_2672422_1	class	Eukaryota; Stramenopiles; Stramenopiles_X; Stramenopiles_XX	Stramenopiles_XX	106.7	0	
0	k119_2674478_1	class	 Archaea;  Euryarchaeota;  Stenosarchaea group; Halobacteria	Halobacteria	179.45	0	
0	k119_2674533_2	order	Eukaryota; Opisthokonta; Choanoflagellida; Choanoflagellatea; Acanthoecida	Acanthoecida	100.88	0	
0	k119_2675439_16	genus	Eukaryota; Stramenopiles; Ochrophyta; Pelagophyceae; Pelagomonadales; Pelagomonadaceae; Pelagomonas	Pelagomonas	310.4	0	
0	k119_2676503_3	species	Eukaryota; Stramenopiles; Ochrophyta; Pelagophyceae; Pelagomonadales; Pelagomonadaceae; Pelagococcus; Pelagococcus subviridis	Pelagococcus subviridis	154.23	0	
0	k119_2677700_4	family	Eukaryota; Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochales; Dictyochales	Dictyochales	82.159	0	
0	k119_2682409_1	class	Eukaryota; Hacrobia; Cryptophyta; Cryptophyceae	Cryptophyceae	78.085	0	
0	k119_2682461_2	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	84.099	0	
0	k119_2682776_7	genus	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Planktomarina	Planktomarina	549.99	0	
0	k119_2687257_1	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Isochrysidales; Noelaerhabdaceae; Emiliania	Emiliania	190.12	0	
0	k119_2688287_1	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas	Pseudomonas	207.57999999999998	0	
0	k119_2689095_13	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Paraglaciecola	Paraglaciecola	1202.8	0	
0	k119_2689736_2	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales; Bacillariaceae	Bacillariaceae	334.65	0	
0	k119_2690162_2	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales	Bacillariales	629.53	0	
0	k119_2690765_3	family	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	Flavobacteriaceae	75.854	0	
0	k119_2692258_2	division	Eukaryota; Hacrobia; Cryptophyta	Cryptophyta	100.88	0	
0	k119_2692722_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	63.535	0	
0	k119_2694473_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	69.452	0	
0	k119_2695103_1	class	Eukaryota; Hacrobia; Haptophyta; Pavlovophyceae	Pavlovophyceae	356.96	0	
0	k119_2698999_5	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Paraglaciecola	Paraglaciecola	511.19	0	
0	k119_2699015_1	family	Eukaryota; Stramenopiles; Ochrophyta; Dictyochophyceae; Florenciellales; Florenciellaceae	Florenciellaceae	190.12	0	
0	k119_2700263_5	genus	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Polaribacter	Polaribacter	640.1999999999999	0	
0	k119_2701814_2	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	160.04999999999998	0	
0	k119_2705128_10				468.51	1	
0	k119_2706579_3	genus	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Planktomarina	Planktomarina	640.1999999999999	0	
0	k119_2707598_2	class	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria	Alphaproteobacteria	240.56	0	
0	k119_2707913_1	family	Eukaryota; Stramenopiles; Ochrophyta; Dictyochophyceae; Florenciellales; Florenciellaceae	Florenciellaceae	457.84	0	
0	k119_2708587_2	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Thalassiosirales	Thalassiosirales	91.568	0	
0	k119_2709009_1	class	Eukaryota; Hacrobia; Cryptophyta; Cryptophyceae	Cryptophyceae	401.58	0	
0	k119_2711730_1	class	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia	Flavobacteriia	121.25	0	
0	k119_2714736_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	388.0	0	
0	k119_2717098_1	domain	Eukaryota	Eukaryota	121.25	1	
0	k119_2718016_5	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Paraglaciecola	Paraglaciecola	545.14	0	
0	k119_2718105_7	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	355.02	0	
0	k119_2718626_2	class	Eukaryota; Stramenopiles; Ochrophyta; Pelagophyceae	Pelagophyceae	47.433	1	
0	k119_2720522_6	division	Eukaryota; Archaeplastida; Chlorophyta	Chlorophyta	198.85	1	
0	k119_2721667_1	family	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae	Rhodobacteraceae	372.48	1	
0	k119_2721675_1	family	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	Flavobacteriaceae	516.04	0	
0	k119_2722218_2	family	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	Flavobacteriaceae	175.57	1	
0	k119_2724626_1	family	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	Flavobacteriaceae	213.4	1	
0	k119_2728306_1	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Unclassified; Unclassified; Unclassified	Unclassified	370.53999999999996	0	
0	k119_2728537_5	family	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae	Pseudomonadaceae	294.88	0	
0	k119_2733394_1	family	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	Flavobacteriaceae	358.9	0	
0	k119_2734193_1	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales; Chrysochromulinaceae	Chrysochromulinaceae	401.58	0	
0	k119_2734825_2	class	Eukaryota; Amoebozoa; Lobosa; Discosea-Flabellinia	Discosea-Flabellinia	99.91	0	
0	k119_2735899_1	family	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae	Rhodobacteraceae	663.48	1	
0	k119_2737935_1	division	Eukaryota; Amoebozoa; Lobosa	Lobosa	85.942	0	
0	k119_2738351_9	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Thiotrichales	Thiotrichales	293.90999999999997	0	
0	k119_2738714_1	genus	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Planktomarina	Planktomarina	601.4	0	
0	k119_2739593_3	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales; Bacillariaceae	Bacillariaceae	395.76	0	
0	k119_2739996_2	species	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Unclassified; Unclassified; Candidatus Thioglobus; Candidatus Thioglobus singularis	Candidatus Thioglobus singularis	270.63	0	
0	k119_2743041_2	family	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	Flavobacteriaceae	104.75999999999999	0	
